,timestamp,wspd_db,wdir_db,pres_db,rhum_db,prcp_db
1415,1637067600,9.3,236.0,1022.1,,
1416,1637074800,9.3,217.0,1021.0,85.0,0.0
1417,1637082000,7.4,211.0,1020.5,89.0,0.1
1418,1637089200,,,,93.0,0.7
1419,1637107200,9.3,246.0,1020.0,95.0,0.0
1420,1637110800,,,,95.0,0.0
1421,1637114400,11.1,256.0,1020.3,95.0,0.0
1422,1637128800,11.1,276.0,1021.5,,
1423,1637146800,,,,88.0,0.0
1424,1637164800,,,,82.0,0.0
1425,1637168400,7.4,269.0,1025.9,,
1426,1637182800,9.3,249.0,1027.8,,
1427,1637200800,11.1,238.0,1028.3,,
1428,1637208000,11.1,249.0,1028.1,93.0,0.0
1429,1637229600,,,,91.0,0.0
1430,1637262000,,,,94.0,0.0
1431,1637272800,,,,96.0,0.0
1432,1637280000,,,,95.0,0.0
1433,1637319600,11.1,255.0,1031.4,,
1434,1637323200,,,,82.0,0.0
1435,1637337600,7.4,256.0,1030.4,,
1436,1637355600,7.4,221.0,1030.2,,
1437,1637359200,5.5,223.0,1030.1,,
1438,1637391600,,,,92.0,0.0
1439,1637413200,9.3,264.0,1023.3,,
1440,1637416800,,,,85.0,0.0
1441,1637424000,,,,84.0,0.0
1442,1637445600,9.3,266.0,1018.8,,
1443,1637460000,,,,88.0,0.0
1444,1637467200,13.0,323.0,1017.2,,
1445,1637470800,,,,88.0,0.0
1446,1637481600,,,,89.0,0.0
1447,1637488800,,,,88.0,0.0
1448,1637496000,,,,82.0,0.0
1449,1637499600,24.1,356.0,1019.4,,
1450,1637503200,24.1,356.0,1019.6,,
1451,1637514000,20.4,353.0,1021.0,,
1452,1637517600,20.4,353.0,1021.5,,
1453,1637521200,20.4,351.0,1022.2,,
1454,1637524800,20.4,352.0,1022.9,,
1455,1637535600,,,,90.0,0.0
1456,1637546400,16.7,1.0,1025.8,,
1457,1637553600,14.8,7.0,1026.5,,
1458,1637560800,14.8,6.0,1027.8,,
1459,1637568000,14.8,5.0,1029.2,,
1460,1637611200,,,,94.0,0.0
1461,1637622000,,,,95.0,0.0
1462,1637625600,,,,95.0,0.0
1463,1637636400,,,,98.0,0.0
1464,1637640000,7.4,353.0,1033.3,,
1465,1637650800,,,,96.0,0.0
1466,1637654400,7.4,329.0,1033.6,,
1467,1637661600,3.7,326.0,1033.5,,
1468,1637668800,,,,84.0,0.0
1469,1637697600,,,,98.0,0.0
1470,1637712000,,,,98.0,0.0
1471,1637715600,5.5,326.0,1029.3,,
1472,1637719200,5.5,335.0,1028.6,,
1473,1637737200,5.5,238.0,1025.6,,
1474,1637748000,3.7,235.0,1024.3,98.0,0.0
1475,1637751600,,,,96.0,0.0
1476,1637769600,,,,92.0,0.0
1477,1637780400,,,,92.0,0.2
1478,1637805600,,,,95.0,0.0
1479,1637820000,13.0,341.0,1016.3,93.0,0.0
1480,1637841600,,,,83.0,0.0
1481,1637856000,16.7,336.0,1017.2,84.0,0.0
1482,1637877600,9.3,284.0,1015.7,,
1483,1637884800,,,,93.0,0.0
1484,1637906400,,,,93.0,0.0
1485,1637924400,25.9,271.0,993.8,87.0,0.0
1486,1637928000,27.8,288.0,992.4,,
1487,1637949600,22.2,307.0,989.6,80.0,0.0
1488,1637956800,,,,80.0,0.0
1489,1637960400,25.9,286.0,987.9,,
1490,1637964000,,,,82.0,0.0
1491,1637967600,,,,86.0,0.1
1492,1637982000,,,,95.0,0.5
1493,1637985600,22.2,312.0,982.9,,
1494,1638010800,29.6,336.0,993.0,,
1495,1638014400,,,,92.0,0.0
1496,1638054000,,,,78.0,0.0
1497,1638061200,31.5,326.0,1004.1,,
1498,1638064800,31.5,322.0,1004.6,82.0,0.0
1499,1638068400,29.6,322.0,1004.9,,
1500,1638072000,,,,82.0,0.0
1501,1638093600,18.5,320.0,1007.4,80.0,0.0
1502,1638104400,20.4,316.0,1006.9,,
1503,1638108000,,,,72.0,0.0
1504,1638118800,11.1,319.0,1007.1,,
1505,1638129600,9.3,320.0,1008.5,88.0,0.0
1506,1638151200,14.8,324.0,1011.7,,
1507,1638187200,11.1,296.0,1015.8,,
1508,1638198000,11.1,271.0,1015.9,,
1509,1638205200,,,,91.0,0.0
1510,1638230400,,,,100.0,0.0
1511,1638252000,,,,98.0,0.0
1512,1638255600,20.4,269.0,1013.1,,
1513,1638266400,20.4,267.0,1013.1,95.0,0.0
1514,1638280800,22.2,260.0,1011.1,,
1515,1638295200,,,,92.0,0.0
1516,1638313200,,,,89.0,0.0
1517,1638324000,29.6,251.0,995.5,,
1518,1638331200,27.8,270.0,994.2,87.0,0.0
1519,1638356400,,,,80.0,0.0
1520,1638381600,18.5,335.0,1001.0,,
1521,1638385200,18.5,339.0,1002.5,88.0,0.0
1522,1638399600,,,,84.0,0.0
1523,1638406800,18.5,323.0,1008.3,,
1524,1638435600,18.5,316.0,1010.3,,
1525,1638460800,,,,79.0,0.0
1526,1638475200,,,,86.0,0.0
1527,1638478800,,,,86.0,0.0
1528,1638500400,11.1,211.0,1011.1,90.0,0.1
1529,1638514800,,,,95.0,0.1
1530,1638518400,,,,97.0,0.1
1531,1638525600,11.1,215.0,1004.4,,
1532,1638532800,,,,94.0,0.0
1533,1638543600,7.4,266.0,1002.2,,
1534,1638568800,3.7,179.0,999.1,,
1535,1638576000,5.5,235.0,998.3,,
1536,1638586800,,,,100.0,0.0
1537,1638594000,7.4,253.0,996.9,,
1538,1638597600,11.1,261.0,996.7,,
1539,1638612000,,,,88.0,0.0
1540,1638637200,,,,75.0,0.0
1541,1638640800,,,,77.0,0.0
1542,1638655200,,,,79.0,0.3
1543,1638658800,27.8,282.0,998.5,,
1544,1638666000,27.8,292.0,998.6,,
1545,1638702000,27.8,322.0,1005.9,89.0,0.0
1546,1638727200,20.4,338.0,1011.5,,
1547,1638738000,20.4,332.0,1013.7,,
1548,1638745200,,,,92.0,0.0
1549,1638774000,7.4,211.0,1013.3,,
1550,1638777600,,,,97.0,0.0
1551,1638795600,16.7,194.0,1006.6,,
1552,1638813600,,,,92.0,0.0
1553,1638817200,,,,91.0,0.0
1554,1638820800,16.7,275.0,1007.3,90.0,0.0
1555,1638824400,16.7,278.0,1007.7,,
1556,1638835200,,,,92.0,0.0
1557,1638856800,9.3,193.0,1008.6,95.0,0.0
1558,1638860400,9.3,172.0,1007.1,,
1559,1638864000,11.1,153.0,1005.9,,
1560,1638867600,,,,95.0,0.0
1561,1638892800,25.9,158.0,986.4,,
1562,1638943200,25.9,222.0,986.4,80.0,0.0
1563,1638993600,20.4,245.0,997.0,78.0,0.0
1564,1638997200,22.2,249.0,997.5,,
1565,1639036800,16.7,260.0,1002.3,,
1566,1639047600,,,,86.0,0.0
1567,1639065600,7.4,190.0,1000.2,,
1568,1639090800,,,,95.0,2.8
1569,1639101600,,,,93.0,0.7
1570,1639105200,,,,92.0,0.5
1571,1639155600,,,,81.0,0.0
1572,1639159200,20.4,307.0,1005.5,,
1573,1639177200,14.8,296.0,1010.3,,
1574,1639191600,,,,92.0,0.0
1575,1639216800,,,,93.0,0.0
1576,1639245600,13.0,204.0,1016.1,,
1577,1639260000,14.8,224.0,1015.8,,
1578,1639274400,16.7,231.0,1016.9,,
1579,1639281600,16.7,236.0,1017.4,,
1580,1639288800,16.7,233.0,1017.9,,
1581,1639296000,14.8,230.0,1019.1,,
1582,1639299600,16.7,227.0,1019.7,95.0,0.0
1583,1639303200,14.8,224.0,1019.8,,
1584,1639310400,16.7,229.0,1020.2,,
1585,1639321200,,,,94.0,0.0
1586,1639364400,16.7,205.0,1021.4,,
1587,1639371600,14.8,201.0,1021.8,92.0,0.0
1588,1639382400,14.8,197.0,1023.0,93.0,0.0
1589,1639386000,14.8,200.0,1023.3,93.0,0.0
1590,1639393200,,,,90.0,0.0
1591,1639418400,11.1,192.0,1024.0,,
1592,1639436400,,,,95.0,0.1
1593,1639483200,14.8,237.0,1026.8,,
1594,1639501200,,,,94.0,0.0
1595,1639515600,11.1,225.0,1027.7,,
1596,1639537200,13.0,234.0,1028.4,92.0,0.0
1597,1639551600,,,,90.0,0.0
1598,1639555200,13.0,226.0,1029.9,,
1599,1639576800,13.0,245.0,1030.8,89.0,0.0
1600,1639580400,,,,89.0,0.0
1601,1639584000,,,,89.0,0.0
1602,1639598400,9.3,226.0,1033.5,,
1603,1639612800,,,,93.0,0.0
1604,1639627200,7.4,238.0,1035.8,,
1605,1639659600,5.5,306.0,1038.7,,
1606,1639663200,,,,85.0,0.0
1607,1639677600,5.5,334.0,1039.7,,
1608,1639692000,,,,95.0,0.0
1609,1639720800,,,,97.0,0.0
1610,1639731600,9.3,49.0,1041.8,,
1611,1639742400,,,,91.0,0.0
1612,1639746000,11.1,48.0,1041.0,92.0,0.0
1613,1639749600,,,,91.0,0.0
1614,1639767600,,,,97.0,0.0
1615,1639796400,13.0,65.0,1039.6,95.0,0.0
1616,1639807200,13.0,67.0,1039.5,,
1617,1639832400,,,,93.0,0.0
1618,1639861200,9.3,63.0,1038.9,,
1619,1639875600,5.5,49.0,1038.2,,
1620,1639882800,,,,100.0,0.0
1621,1639893600,7.4,33.0,1036.5,,
1622,1639904400,7.4,27.0,1035.9,,
1623,1639911600,,,,100.0,0.1
1624,1639918800,,,,100.0,0.0
1625,1639922400,11.1,23.0,1033.5,,
1626,1639965600,9.3,20.0,1030.7,94.0,0.0
1627,1639976400,9.3,23.0,1029.8,93.0,0.0
1628,1639983600,11.1,27.0,1029.8,,
1629,1639994400,,,,92.0,0.0
1630,1639998000,,,,88.0,0.0
1631,1640005200,13.0,55.0,1028.9,,
1632,1640034000,7.4,50.0,1027.9,,
1633,1640037600,,,,91.0,0.0
1634,1640048400,,,,92.0,0.0
1635,1640077200,,,,90.0,0.0
1636,1640095200,,,,76.0,0.0
1637,1640098800,,,,77.0,0.0
1638,1640102400,,,,79.0,0.0
1639,1640109600,7.4,100.0,1025.0,,
1640,1640127600,7.4,114.0,1024.8,86.0,0.0
1641,1640134800,7.4,127.0,1024.4,,
1642,1640138400,7.4,131.0,1024.1,,
1643,1640149200,,,,92.0,0.0
1644,1640174400,13.0,144.0,1020.1,,
1645,1640181600,13.0,144.0,1018.3,,
1646,1640188800,14.8,138.0,1017.1,,
1647,1640206800,,,,94.0,0.0
1648,1640221200,11.1,169.0,1012.6,,
1649,1640228400,11.1,173.0,1011.5,,
1650,1640246400,11.1,187.0,1008.5,,
1651,1640275200,14.8,217.0,1006.5,96.0,0.0
1652,1640293200,,,,94.0,0.0
1653,1640311200,11.1,236.0,1006.8,100.0,0.0
1654,1640325600,7.4,224.0,1006.0,,
1655,1640340000,7.4,186.0,1005.7,,
1656,1640343600,7.4,195.0,1005.4,,
1657,1640361600,,,,97.0,0.1
1658,1640376000,,,,100.0,0.8
1659,1640386800,9.3,96.0,1001.5,,
1660,1640397600,9.3,85.0,1001.8,100.0,0.4
1661,1640412000,13.0,71.0,1002.8,,
1662,1640415600,13.0,72.0,1003.1,99.0,0.0
1663,1640430000,,,,97.0,0.0
1664,1640437200,,,,96.0,0.0
1665,1640440800,18.5,91.0,1004.3,,
1666,1640451600,,,,95.0,0.0
1667,1640462400,,,,99.0,0.0
1668,1640480400,16.7,119.0,1002.8,,
1669,1640487600,,,,96.0,0.1
1670,1640502000,,,,99.0,1.2
1671,1640505600,,,,99.0,0.4
1672,1640512800,7.4,124.0,1001.1,,
1673,1640523600,,,,98.0,0.1
1674,1640556000,,,,100.0,0.0
1675,1640563200,,,,100.0,0.0
1676,1640570400,9.3,148.0,997.9,,
1677,1640584800,11.1,123.0,995.3,,
1678,1640592000,11.1,118.0,994.1,,
1679,1640595600,,,,99.0,0.1
1680,1640599200,,,,99.0,0.6
1681,1640606400,,,,100.0,0.4
1682,1640617200,13.0,168.0,990.3,,
1683,1640638800,,,,97.0,0.9
1684,1640642400,14.8,167.0,988.8,96.0,0.0
1685,1640646000,,,,97.0,0.2
1686,1640667600,14.8,233.0,987.2,97.0,0.0
1687,1640674800,,,,90.0,0.1
1688,1640678400,25.9,249.0,988.0,,
1689,1640728800,,,,88.0,0.0
1690,1640739600,,,,91.0,0.0
1691,1640775600,18.5,215.0,1001.9,,
1692,1640779200,,,,94.0,0.0
1693,1640782800,24.1,242.0,1001.7,,
1694,1640818800,20.4,225.0,1008.9,,
1695,1640851200,,,,88.0,0.0
1696,1640854800,24.1,227.0,1012.1,,
1697,1640858400,24.1,229.0,1012.5,,
1698,1640880000,22.2,226.0,1014.1,,
1699,1640894400,,,,88.0,0.1
1700,1640905200,,,,87.0,0.0
1701,1640916000,,,,89.0,0.0
1702,1640934000,,,,89.0,0.5
1703,1640944800,24.1,228.0,1014.9,,
1704,1640948400,24.1,237.0,1015.6,,
1705,1640952000,24.1,242.0,1016.0,,
1706,1640966400,,,,88.0,0.0
1707,1640970000,,,,90.0,0.0
1708,1640973600,,,,91.0,0.0
1709,1641013200,,,,92.0,0.0
1710,1641024000,18.5,193.0,1017.8,,
1711,1641031200,18.5,198.0,1017.5,,
1712,1641038400,,,,80.0,0.0
1713,1641042000,,,,81.0,0.0
1714,1641052800,,,,82.0,0.0
1715,1641060000,18.5,214.0,1016.3,,
1716,1641074400,,,,88.0,0.0
1717,1641078000,14.8,206.0,1014.8,,
1718,1641085200,16.7,203.0,1013.0,,
1719,1641092400,16.7,206.0,1011.2,,
1720,1641106800,,,,91.0,0.1
1721,1641114000,,,,91.0,0.0
1722,1641128400,,,,84.0,0.0
1723,1641135600,,,,86.0,0.5
1724,1641146400,,,,88.0,0.0
1725,1641164400,,,,87.0,0.0
1726,1641186000,,,,87.0,0.0
1727,1641211200,22.2,234.0,1008.5,,
1728,1641225600,16.7,233.0,1005.5,,
1729,1641250800,,,,92.0,0.0
1730,1641258000,9.3,227.0,1000.8,93.0,0.0
1731,1641261600,,,,94.0,0.0
1732,1641286800,,,,100.0,0.9
1733,1641326400,16.7,291.0,1005.8,81.0,0.0
1734,1641330000,,,,80.0,0.0
1735,1641340800,20.4,287.0,1007.2,,
1736,1641348000,,,,84.0,0.0
1737,1641376800,18.5,292.0,1012.4,,
1738,1641380400,,,,79.0,0.0
1739,1641398400,14.8,308.0,1016.2,,
1740,1641409200,,,,88.0,0.0
1741,1641416400,,,,91.0,0.0
1742,1641420000,,,,92.0,0.0
1743,1641448800,7.4,219.0,1020.0,96.0,0.0
1744,1641459600,9.3,195.0,1019.8,95.0,0.0
1745,1641463200,,,,90.0,0.0
1746,1641466800,,,,87.0,0.0
1747,1641474000,,,,83.0,0.0
1748,1641477600,,,,84.0,0.0
1749,1641499200,,,,88.0,0.1
1750,1641506400,18.5,229.0,1010.4,85.0,0.2
1751,1641510000,20.4,235.0,1010.0,,
1752,1641517200,,,,84.0,0.0
1753,1641528000,,,,84.0,0.0
1754,1641553200,22.2,257.0,1010.6,,
1755,1641556800,24.1,259.0,1010.1,78.0,0.0
1756,1641564000,22.2,265.0,1009.5,,
1757,1641574800,13.0,266.0,1010.1,,
1758,1641585600,13.0,268.0,1012.1,,
1759,1641600000,,,,90.0,0.0
1760,1641618000,11.1,198.0,1010.9,,
1761,1641639600,20.4,207.0,1000.7,,
1762,1641675600,27.8,293.0,995.2,,
1763,1641682800,22.2,290.0,996.5,,
1764,1641686400,,,,87.0,0.0
1765,1641690000,22.2,281.0,998.0,,
1766,1641704400,18.5,273.0,1000.4,,
1767,1641711600,,,,89.0,0.0
1768,1641722400,14.8,260.0,1002.2,,
1769,1641733200,14.8,265.0,1003.4,78.0,0.0
1770,1641736800,,,,77.0,0.0
1771,1641740400,14.8,263.0,1004.2,,
1772,1641765600,,,,93.0,0.0
1773,1641772800,7.4,230.0,1009.6,,
1774,1641790800,,,,95.0,0.0
1775,1641794400,,,,95.0,0.0
1776,1641801600,,,,97.0,0.0
1777,1641816000,7.4,164.0,1019.7,,
1778,1641834000,9.3,153.0,1022.3,,
1779,1641848400,11.1,169.0,1024.8,,
1780,1641859200,11.1,176.0,1025.8,,
1781,1641870000,,,,95.0,0.0
1782,1641877200,,,,97.0,0.0
1783,1641884400,13.0,192.0,1027.8,,
1784,1641898800,,,,100.0,0.1
1785,1641927600,9.3,348.0,1033.6,100.0,0.1
1786,1641934800,11.1,355.0,1034.6,,
1787,1641967200,7.4,359.0,1039.7,,
1788,1642006800,5.5,261.0,1041.8,90.0,0.0
1789,1642024800,5.5,234.0,1042.3,,
1790,1642028400,,,,96.0,0.0
1791,1642032000,7.4,239.0,1042.7,97.0,0.0
1792,1642086000,7.4,215.0,1040.9,,
1793,1642111200,5.5,231.0,1039.9,,
1794,1642118400,7.4,251.0,1039.3,,
1795,1642129200,,,,93.0,0.0
1796,1642132800,5.5,285.0,1038.4,95.0,0.0
1797,1642150800,5.5,346.0,1037.6,,
1798,1642154400,,,,87.0,0.0
1799,1642186800,,,,87.0,0.0
1800,1642190400,,,,89.0,0.0
1801,1642201200,,,,90.0,0.0
1802,1642204800,,,,92.0,0.0
1803,1642219200,7.4,113.0,1029.0,97.0,0.0
1804,1642230000,7.4,141.0,1027.6,,
1805,1642291200,,,,96.0,0.0
1806,1642302000,9.3,223.0,1023.4,,
1807,1642323600,11.1,271.0,1025.0,98.0,0.0
1808,1642327200,7.4,251.0,1024.8,,
1809,1642334400,,,,94.0,0.0
1810,1642345200,13.0,298.0,1027.4,,
1811,1642356000,9.3,289.0,1030.2,,
1812,1642359600,9.3,287.0,1031.3,,
1813,1642363200,,,,96.0,0.0
1814,1642392000,,,,96.0,0.0
1815,1642399200,11.1,295.0,1036.0,,
1816,1642420800,9.3,311.0,1038.6,,
1817,1642474800,,,,95.0,0.0
1818,1642478400,5.5,192.0,1038.7,,
1819,1642525200,7.4,168.0,1036.3,,
1820,1642550400,7.4,197.0,1032.8,,
1821,1642572000,,,,96.0,0.0
1822,1642586400,11.1,240.0,1026.2,,
1823,1642615200,,,,88.0,0.0
1824,1642618800,13.0,317.0,1028.6,,
1825,1642698000,,,,78.0,0.0
1826,1642708800,,,,86.0,0.0
1827,1642752000,9.3,291.0,1039.8,,
1828,1642824000,9.3,292.0,1037.6,97.0,0.0
1829,1642827600,,,,96.0,0.0
1830,1642834800,,,,93.0,0.0
1831,1642842000,,,,94.0,0.0
1832,1642888800,,,,95.0,0.0
1833,1642917600,5.5,233.0,1036.0,,
1834,1642921200,5.5,192.0,1036.2,,
1835,1642928400,5.5,164.0,1036.4,95.0,0.0
1836,1642935600,,,,91.0,0.0
1837,1642939200,5.5,187.0,1035.9,,
1838,1642942800,,,,86.0,0.0
1839,1642950000,,,,83.0,0.0
1840,1642953600,5.5,154.0,1034.4,,
1841,1642964400,,,,89.0,0.0
1842,1642968000,,,,89.0,0.0
1843,1643029200,5.5,104.0,1033.7,78.0,0.0
1844,1643058000,,,,92.0,0.0
1845,1643086800,5.5,47.0,1034.4,96.0,0.0
1846,1643097600,5.5,43.0,1034.5,,
1847,1643101200,,,,96.0,0.0
1848,1643108400,,,,92.0,0.0
1849,1643119200,,,,84.0,0.0
1850,1643133600,7.4,251.0,1034.5,,
1851,1643148000,,,,97.0,0.0
1852,1643166000,9.3,257.0,1034.5,,
1853,1643194800,,,,90.0,0.0
1854,1643202000,16.7,262.0,1033.2,82.0,0.0
1855,1643277600,,,,94.0,0.0
1856,1643302800,14.8,305.0,1029.4,80.0,0.0
1857,1643306400,13.0,301.0,1030.1,84.0,0.0
1858,1643310000,,,,86.0,0.0
1859,1643313600,11.1,287.0,1032.1,,
1860,1643324400,9.3,289.0,1033.7,93.0,0.0
1861,1643346000,7.4,266.0,1035.4,,
1862,1643353200,,,,94.0,0.0
1863,1643356800,,,,95.0,0.0
1864,1643382000,,,,85.0,0.0
1865,1643392800,14.8,234.0,1032.7,,
1866,1643396400,,,,93.0,0.0
1867,1643414400,,,,93.0,0.0
1868,1643418000,20.4,250.0,1029.4,,
1869,1643439600,25.9,259.0,1027.4,88.0,0.0
1870,1643450400,29.6,265.0,1026.9,86.0,0.0
1871,1643461200,37.0,279.0,1026.1,,
1872,1643486400,16.7,298.0,1031.3,78.0,0.0
1873,1643490000,,,,79.0,0.0
1874,1643493600,14.8,298.0,1032.6,,
1875,1643540400,,,,79.0,0.0
1876,1643547600,11.1,232.0,1031.8,,
1877,1643551200,13.0,235.0,1030.5,,
1878,1643554800,14.8,236.0,1029.3,,
1879,1643583600,22.2,259.0,1020.1,,
1880,1643605200,,,,76.0,0.0
1881,1643619600,,,,72.0,0.0
1882,1643637600,,,,58.0,0.0
1883,1643688000,16.7,263.0,1023.2,,
1884,1643716800,,,,81.0,0.0
1885,1643724000,33.3,293.0,1019.9,79.0,0.0
1886,1643734800,,,,78.0,0.0
1887,1643742000,25.9,289.0,1021.2,,
1888,1643749200,,,,82.0,0.0
1889,1643778000,,,,87.0,0.0
1890,1643806800,18.5,284.0,1023.1,,
1891,1643810400,18.5,279.0,1022.7,,
1892,1643814000,16.7,275.0,1022.4,,
1893,1643824800,,,,88.0,0.0
1894,1643839200,,,,90.0,0.0
1895,1643850000,13.0,227.0,1019.5,,
1896,1643853600,13.0,226.0,1018.6,,
1897,1643857200,13.0,226.0,1017.9,,
1898,1643871600,14.8,230.0,1015.3,,
1899,1643878800,,,,87.0,0.0
1900,1643914800,,,,86.0,0.0
1901,1643947200,20.4,226.0,1008.4,,
1902,1643958000,20.4,241.0,1006.6,,
1903,1643968800,,,,88.0,1.1
1904,1643972400,25.9,299.0,1009.2,,
1905,1643976000,,,,77.0,0.1
1906,1643990400,24.1,286.0,1013.0,,
1907,1643994000,22.2,282.0,1013.8,,
1908,1643997600,,,,73.0,0.0
1909,1644026400,14.8,263.0,1020.4,89.0,0.0
1910,1644055200,,,,86.0,0.0
1911,1644087600,,,,81.0,0.0
1912,1644094800,33.3,241.0,1013.9,,
1913,1644116400,37.0,246.0,1009.2,,
1914,1644120000,33.3,246.0,1008.4,,
1915,1644170400,,,,71.0,0.0
1916,1644213600,13.0,284.0,1023.9,,
1917,1644238800,16.7,244.0,1027.6,,
1918,1644242400,,,,72.0,0.0
1919,1644249600,16.7,236.0,1027.3,,
1920,1644285600,22.2,249.0,1026.7,,
1921,1644292800,20.4,248.0,1026.6,,
1922,1644296400,20.4,245.0,1026.7,,
1923,1644336000,,,,77.0,0.0
1924,1644339600,,,,81.0,0.0
1925,1644346800,,,,85.0,0.0
1926,1644350400,,,,85.0,0.0
1927,1644357600,,,,88.0,0.0
1928,1644379200,16.7,233.0,1024.6,,
1929,1644397200,,,,90.0,0.0
1930,1644404400,18.5,246.0,1024.4,85.0,0.0
1931,1644418800,14.8,254.0,1023.1,,
1932,1644440400,9.3,230.0,1022.5,,
1933,1644444000,5.5,241.0,1022.4,,
1934,1644454800,,,,94.0,0.0
1935,1644476400,,,,93.0,0.1
1936,1644498000,16.7,281.0,1022.2,,
1937,1644508800,13.0,278.0,1022.8,,
1938,1644523200,13.0,269.0,1024.6,,
1939,1644544800,13.0,290.0,1028.5,,
1940,1644577200,7.4,265.0,1033.8,,
1941,1644580800,,,,72.0,0.0
1942,1644598800,7.4,188.0,1032.6,,
1943,1644638400,11.1,182.0,1027.5,,
1944,1644696000,18.5,201.0,1016.6,,
1945,1644699600,,,,82.0,0.0
1946,1644706800,,,,85.0,0.0
1947,1644746400,25.9,186.0,1004.9,,
1948,1644764400,,,,94.0,1.0
1949,1644800400,,,,93.0,0.2
1950,1644814800,,,,91.0,0.0
1951,1644825600,,,,89.0,0.0
1952,1644832800,,,,82.0,0.0
1953,1644840000,27.8,257.0,999.2,,
1954,1644843600,27.8,260.0,999.5,70.0,0.0
1955,1644847200,27.8,265.0,999.9,70.0,0.1
1956,1644868800,18.5,282.0,1005.7,,
1957,1644872400,18.5,284.0,1006.6,,
1958,1644879600,,,,84.0,0.0
1959,1644886800,16.7,275.0,1010.4,87.0,0.0
1960,1644890400,14.8,263.0,1010.7,89.0,0.0
1961,1644901200,,,,94.0,0.0
1962,1644915600,20.4,211.0,1008.3,,
1963,1644919200,22.2,213.0,1007.6,91.0,0.7
1964,1644944400,,,,92.0,0.1
1965,1644948000,,,,93.0,0.0
1966,1644958800,14.8,224.0,1004.1,,
1967,1644976800,,,,95.0,0.1
1968,1644980400,25.9,229.0,996.3,,
1969,1644987600,,,,92.0,0.0
1970,1644998400,27.8,250.0,997.0,88.0,0.0
1971,1645002000,29.6,252.0,997.4,85.0,0.0
1972,1645016400,,,,76.0,0.0
1973,1645045200,,,,79.0,0.0
1974,1645056000,35.2,262.0,998.7,78.0,0.0
1975,1645066800,,,,75.0,0.0
1976,1645081200,,,,76.0,0.0
1977,1645099200,33.3,268.0,1010.5,,
1978,1645117200,25.9,262.0,1010.6,,
1979,1645135200,14.8,226.0,1010.5,81.0,0.0
1980,1645138800,13.0,210.0,1009.4,,
1981,1645153200,22.2,184.0,1001.6,88.0,0.2
1982,1645164000,31.5,206.0,994.2,,
1983,1645171200,,,,83.0,0.3
1984,1645174800,40.8,225.0,991.0,,
1985,1645196400,,,,58.0,0.1
1986,1645218000,35.2,264.0,1004.4,,
1987,1645232400,,,,70.0,0.0
1988,1645279200,31.5,219.0,1007.0,86.0,2.3
1989,1645293600,27.8,265.0,1005.9,,
1990,1645297200,,,,83.0,0.0
1991,1645304400,20.4,276.0,1010.6,,
1992,1645311600,,,,88.0,0.0
1993,1645318800,,,,92.0,0.0
1994,1645336800,31.5,242.0,1007.0,,
1995,1645344000,,,,87.0,0.0
1996,1645351200,,,,83.0,0.0
1997,1645412400,37.0,264.0,1003.3,,
1998,1645416000,35.2,268.0,1003.3,,
1999,1645423200,,,,74.0,0.0
2000,1645426800,40.8,266.0,1002.1,73.0,0.0
2001,1645430400,,,,72.0,0.0
2002,1645444800,48.2,298.0,1005.9,,
2003,1645488000,13.0,260.0,1021.7,,
2004,1645498800,13.0,225.0,1020.1,,
2005,1645502400,13.0,231.0,1019.5,,
2006,1645520400,22.2,239.0,1014.9,,
2007,1645545600,,,,68.0,0.0
2008,1645556400,14.8,285.0,1021.1,,
2009,1645570800,11.1,246.0,1024.5,,
2010,1645581600,,,,92.0,0.0
2011,1645585200,9.3,232.0,1024.8,93.0,0.0
2012,1645592400,,,,94.0,0.0
2013,1645610400,,,,83.0,0.0
2014,1645614000,20.4,225.0,1023.0,,
2015,1645621200,25.9,228.0,1021.2,,
2016,1645624800,25.9,228.0,1020.1,67.0,0.0
2017,1645639200,,,,76.0,0.0
2018,1645671600,20.4,221.0,1010.9,,
2019,1645686000,20.4,240.0,1008.2,,
2020,1645704000,,,,71.0,0.1
2021,1645707600,35.2,275.0,1009.1,,
2022,1645725600,,,,60.0,0.0
2023,1645736400,22.2,257.0,1016.4,72.0,0.0
2024,1645743600,22.2,249.0,1017.3,76.0,0.0
2025,1645754400,,,,77.0,0.0
2026,1645765200,24.1,273.0,1020.3,,
2027,1645786800,,,,68.0,0.0
2028,1645812000,,,,67.0,0.0
2029,1645837200,,,,87.0,0.0
2030,1645898400,14.8,142.0,1028.6,,
2031,1645902000,13.0,135.0,1028.4,,
2032,1645912800,,,,76.0,0.0
2033,1645930800,14.8,136.0,1026.3,,
2034,1645952400,16.7,136.0,1025.7,,
2035,1645959600,20.4,136.0,1025.1,,
2036,1645984800,,,,67.0,0.0
2037,1645988400,14.8,140.0,1024.7,72.0,0.0
2038,1646006400,14.8,156.0,1024.5,,
2039,1646017200,,,,84.0,0.0
2040,1646020800,13.0,162.0,1024.2,,
2041,1646028000,13.0,166.0,1024.5,,
2042,1646067600,16.7,187.0,1023.7,,
2043,1646074800,14.8,180.0,1023.8,,
2044,1646085600,,,,93.0,0.7
2045,1646103600,7.4,243.0,1024.5,,
2046,1646110800,7.4,18.0,1024.8,98.0,0.6
2047,1646114400,9.3,15.0,1025.1,100.0,0.0
2048,1646132400,14.8,38.0,1027.0,,
