observation_id,Type,Date,Part of a standard enforcement protocol,Galactic X,Galactic Y,Reproduction,Age range,Self-defined species category,Officer-defined species category,Governing law,Object of inspection,Inspection involving more than just outerwear,Enforcement station,Inspection Outcome
5f08ccb4-1263-4d46-b0fb-a7d9b60a4abd,Entity inspection,2240-05-19 17:00:00+00:00,False,-13.220220999999999,2168.116244,Asexual,Adult,Xenar - Unspecified,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
19c323ca-1a8f-4264-ac7a-ef35f4bcca07,Entity and Spaceship search,2241-08-12 23:10:00+00:00,False,-11.179982,1833.5170480000002,Asexual,Adult,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
a8144a76-59f4-4586-bf0b-583c741f9224,Entity and Spaceship search,2241-09-16 14:00:00+00:00,False,-45.394607999999984,7444.715711999997,Asexual,Young Adult,Xenar - Unspecified,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
1468c13a-d1f1-44e8-89cc-36919f29bac6,Entity inspection,2240-12-14 01:30:00+00:00,False,-298.33380999999997,48926.74483999999,Asexual,Young Adult,Hybrid - Terran/Zoltrax,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Westeron Division B234-YZ,True
d018a824-cb68-4c88-8a2f-ee7ed42e52c1,Entity inspection,2241-10-27 20:05:00+00:00,,-301.453036,49438.297904,Asexual,Young,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Thievery Equipment,False,Willow Wavefront S16-TO,False
bd61e879-ab57-48e2-a735-a48b83b6dc38,Entity inspection,2241-10-17 19:30:00+00:00,False,-267.03467,43793.685880000005,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Westeron Division B234-YZ,False
3edf4779-ed8f-45b0-a643-b7366907d5b3,Entity inspection,2241-06-29 20:54:00+00:00,False,,,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Southern Yorik Station F160-OK,False
978d7660-9e4d-4419-a8ac-1ad471000dbf,Entity inspection,2241-02-21 14:00:00+00:00,False,-78.16017500000001,12818.268700000002,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
75bd00f9-1734-4b01-92af-81c58b3de7dd,Entity inspection,2240-08-31 20:00:00+00:00,False,-261.37003000000004,42864.68492000001,Asexual,Young Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Warlock Ward E49-UN,False
475d27f8-c984-4fd7-975a-69a8258f363b,Entity inspection,2241-11-07 16:30:00+00:00,False,-36.752525,6027.4141,Asexual,Young,Silicar - Indusian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
9989dd76-18ae-4255-b594-0a3a348f9c3e,Entity and Spaceship search,2240-04-11 17:45:00+00:00,False,,,Asexual,Adult,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
23e9a59f-5c55-4c87-bb91-906a41fa2672,Entity inspection,2240-12-10 17:45:00+00:00,False,-12.684986,2080.337704,Asexual,Young,Silicar - Banglorian,Silicar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
2e583fcb-7821-4938-8365-a9e0b63273ad,Entity and Spaceship search,2241-04-27 23:50:00+00:00,,-506.416645,83052.32978,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Narwhal Base T65-ZV,False
356e4a34-fb21-405f-9f75-7b9f7b6148dc,Entity inspection,2241-02-23 15:20:00+00:00,False,-32.103412,5264.959568,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
655a6a56-387d-4e7c-875b-cb0da210a368,Entity and Spaceship search,2241-05-04 16:33:00+00:00,False,-923.172493,151400.288852,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Dione Command E106-HD,False
dace315a-f8f9-400c-9b7d-e93660b7b634,Entity inspection,2241-12-25 21:15:00+00:00,,-442.265933,72531.613012,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Avalon Sector M148-CN,True
fddd84ae-29b3-405c-b3d4-b40c1bb96e7f,Entity inspection,2241-04-30 19:02:00+00:00,False,13.038691999999983,-2138.345487999997,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
e5709d77-088c-45f4-b2cf-88052a292dc7,Entity inspection,2241-12-25 00:12:00+00:00,False,-27.406536999999982,4494.672067999997,Asexual,Young Adult,Silicar - Various Sects,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
ba247caa-dbda-4363-84cf-b008cbee1745,Entity and Spaceship search,2241-04-07 13:40:00+00:00,False,,,Sexual,Adult,Hybrid - Terran/Zoltrax,Zoltrax,,Confiscated Galactic Artifacts,False,Thallium Outpost V207-LQ,False
5dded636-1084-4c7e-8004-3b929e22c0be,Entity inspection,2241-03-16 14:45:00+00:00,,-181.46052999999998,29759.526919999997,Asexual,Young Adult,Silicar - Pakterran,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Helios Command C210-ZR,True
e8adb69f-f921-4622-831b-06ea6cc383b5,Entity inspection,2241-11-06 17:10:00+00:00,False,-23.880665999999998,3916.4292239999995,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
00cc13b6-7300-4077-a104-f1d52c3b34fe,Entity inspection,2241-12-18 00:00:00+00:00,,-681.736418,111804.772552,Asexual,Young,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Hazardous Intimidation Devices,False,Dyson Sphere F76-JK,False
e616d50b-ee0b-43e4-858e-d37a7eaedbe5,Entity and Spaceship search,2240-04-28 22:15:00+00:00,False,-17.143719,2811.569916,Asexual,Young Adult,Hybrid - Terran/Zoltrax Continental,Xenar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Proof of Interstellar Offenses,,Galactic Hub X101-IO,False
15ee4a33-4996-47bc-a9c9-b6b6858f6e12,Entity and Spaceship search,2241-09-12 09:20:00+00:00,False,-14.617175999999999,2397.216864,Asexual,Young,Silicar - Banglorian,Silicar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
a6b73f32-fcc3-44d7-9c12-f5a53c65a4c6,Entity inspection,2241-07-13 15:50:00+00:00,False,-19.335092999999983,3170.955251999997,Asexual,Young,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
485fc806-4c2e-40e5-83f4-320f735b94b8,Entity inspection,2241-10-19 23:01:00+00:00,False,121.060972,-19853.999408,Asexual,Young,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Eclipse Sector G262-TX,False
f66b7d0d-5b0c-400b-9067-d770a7179e88,Entity and Spaceship search,2240-03-14 18:08:50+00:00,,-497.54042799999996,81596.630192,Sexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
8f41c072-8a85-477d-b749-826ad0e1a4c9,Entity and Spaceship search,2241-11-02 17:20:00+00:00,False,0.7292890000000001,-119.60339600000002,Asexual,Adult,Terran - Outer Colonies,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
811786b8-5642-4565-87ff-6053ae62acdc,Entity and Spaceship search,2241-08-09 00:30:48+00:00,,-455.115247,74638.900508,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
413e504c-fafe-4aa3-aea7-0c9cb917eb6c,Entity inspection,2240-11-24 12:20:00+00:00,,-180.21253900000002,29554.856396000003,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Helios Command C210-ZR,False
f87663a0-4d2d-4105-b74f-a62eec6e0e8a,Entity inspection,2241-10-18 14:30:00+00:00,False,-31.557154999999998,5175.37342,Asexual,Young,Xenar - Unspecified,Xenar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
32b04c5e-7d47-4687-a9fe-1feddbec74c4,Entity and Spaceship search,2241-10-31 21:28:00+00:00,False,-28.785289,4720.787396,Asexual,Adult,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
0178b55d-4b13-473c-b26c-832c92c83033,Entity inspection,2241-12-11 17:30:00+00:00,False,24.710822999999998,-4052.5749719999994,Asexual,Young,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
d916116c-d84b-4469-aa75-ba98aa047a2e,Entity inspection,2240-05-09 08:08:00+00:00,False,-25.190614,4131.260696,Asexual,Adult,Hybrid - Terran/Zoltrax,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
54800602-a755-414a-b1f0-c39a433c7c50,Entity and Spaceship search,2241-01-16 14:50:00+00:00,False,-7.3672049999999825,1208.221619999997,Asexual,Adult,Silicar - Banglorian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
f0dd17bd-c905-4251-b13c-16164b579c2b,Entity inspection,2241-06-23 20:21:00+00:00,,-203.127778,33312.955592,Asexual,Young,Terran - Northern Cluster,Terran,Stellar Arms Regulation 3968 (Provision 47),Prohibited Blasters,,Cliffside Colony B21-JI,True
9c88dc58-c982-4751-86e2-923548250928,Entity inspection,2241-05-06 17:22:57+00:00,False,-285.73649900000004,46860.785836,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Warlock Ward E49-UN,False
f53baa3e-8ceb-41d2-8910-42c174630421,Entity inspection,2241-08-06 20:57:10+00:00,,,,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,True
cf96b14e-4fdc-44b7-92a8-a9b74109b59f,Entity inspection,2241-08-28 15:16:00+00:00,True,-192.108784,31505.840576000002,Asexual,Senior,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Nova Guard K116-PL,True
3c503310-566f-48f0-9bb6-0e675a74516c,Entity inspection,2241-07-25 13:12:00+00:00,False,,,Asexual,Senior,Terran - Outer Colonies,Silicar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Southern Yorik Station F160-OK,False
866f3607-0f79-48f8-8d9d-72476b492db0,Entity and Spaceship search,2241-04-04 11:00:00+00:00,False,36.604563,-6003.148332,Asexual,Senior,Zoltrax - Islander,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Krypton Dock D175-WU,False
754bf91f-ef56-40b6-8bd6-5c6a8f655f37,Entity and Spaceship search,2241-01-02 14:50:00+00:00,False,-27.134493999999997,4450.057016,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
8bb4719a-1af4-4bf2-8520-b0d3320b7b13,Entity inspection,2241-11-21 10:41:48+00:00,,-498.423023,81741.375772,Asexual,Young Adult,Xenar - Unspecified,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
1a647e1f-3f20-4ece-986f-71c51a428d44,Entity inspection,2241-08-21 14:45:00+00:00,False,8.517835,-1396.9249399999999,Asexual,Adult,Xenar - Unspecified,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
353f08d1-ea2f-4b63-8ec9-523b563b7f05,Entity inspection,2241-02-25 17:35:00+00:00,,-267.616832,43889.160447999995,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Nebular Frontier A92-TR,False
7dde4d5f-9b2f-4785-a31e-b61028a27c76,Entity inspection,2241-12-06 23:45:00+00:00,False,-14.811730999999998,2429.1238839999996,Asexual,Adult,Terran - Northern Cluster,Terran,Stellar Arms Regulation 3968 (Provision 47),Prohibited Blasters,,Galactic Hub X101-IO,False
40c7c62e-48a2-434d-8f0c-2ef9b25a1ba8,Entity inspection,2241-10-10 15:27:00+00:00,False,-211.546081,34693.557283999995,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Westeron Division B234-YZ,False
95fe87b1-aa99-4d42-8a5a-c58deaba6018,Entity inspection,2241-03-26 21:01:00+00:00,False,,,Asexual,Adult,Terran - Outer Colonies,Terran,Universal Justice and Order Statute 3994 (Article 60),Hazardous Intimidation Devices,,Galactic Hub X101-IO,False
1988a7c5-e1a2-4b6e-bc06-8a3d2472783a,Entity inspection,2240-12-20 20:30:00+00:00,False,-32.609589,5347.972596,Asexual,Young,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Vandalism Tools,,Galactic Hub X101-IO,False
a2b1ce90-f400-4d6f-9848-661a3e345e54,Entity inspection,2241-10-08 13:00:00+00:00,False,-73.221985,12008.40554,Asexual,Young Adult,Silicar - Indusian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
cf6e6155-ed9e-4ed6-99b9-b553b069d285,Entity inspection,2240-07-20 19:05:27+00:00,,-493.38229499999994,80914.69638,Asexual,Adult,Zoltrax - Continental,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Thievery Equipment,False,Mercury Base R525-VN,True
aa49c979-fed1-417e-9055-9fb843f3275d,Entity and Spaceship search,2241-05-14 21:12:00+00:00,False,,,Sexual,Adult,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
3d475bfc-fa76-48e4-9618-aa8d0a08908f,Entity inspection,2241-02-19 23:50:00+00:00,False,-31.989184,5246.226176,Asexual,Young Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Vandalism Tools,,Galactic Hub X101-IO,False
0fb309d0-f452-4d2a-96f1-f684ae4b1f5a,Entity inspection,2240-09-12 23:00:00+00:00,True,14.366342000000001,-2356.080088,Asexual,Young,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Saxon Shield U87-PE,False
8d3f7472-3ef4-48ad-bc35-1e49ecf85d4a,Entity and Spaceship search,2240-06-06 05:20:00+00:00,False,-23.214503,3807.178492,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
e4b942f6-94fa-48dc-98a8-6aa95c73c71a,Entity inspection,2240-10-10 11:30:00+00:00,False,-50.037876000000004,8206.211664,Asexual,Senior,Zoltrax - Islander,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
51c93eaa-50a1-47a7-ae62-7582f1adec19,Entity inspection,2241-08-17 18:01:00+00:00,,-363.935585,59685.43594,Asexual,Young Adult,Terran - Outer Colonies,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Starfield Watch N108-BC,True
b88d1df8-e5a3-4588-8870-576b27ab4b96,Entity inspection,2241-01-08 23:10:00+00:00,False,-16.430128,2694.540992,Asexual,Young Adult,Zoltrax - Islander,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Proof of Interstellar Offenses,,Galactic Hub X101-IO,False
2ee89a66-462b-4240-a474-270a85ed21c1,Entity inspection,2241-07-15 15:35:00+00:00,False,-11.45954,1879.36456,Asexual,Young Adult,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
ea6c295b-0425-4052-879b-320b4caa2c9e,Entity inspection,2241-09-27 10:25:00+00:00,,-374.25935799999996,61378.53471199999,Asexual,Adult,Xenar - Unspecified,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Starfield Watch N108-BC,True
3a029eee-e1cb-403d-b3c6-613df60a3728,Entity inspection,2241-10-01 15:16:00+00:00,False,,,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
9c9bd481-c986-486a-9520-48f546f97205,Entity inspection,2241-08-20 15:04:00+00:00,False,-20.93512,3433.35968,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
01a4777d-b399-4a76-ab35-923549a8fdf7,Entity and Spaceship search,2241-08-21 14:00:00+00:00,False,-62.801185,10299.394339999999,Asexual,Adult,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
eb9b803e-125d-4b5d-8ec2-e881fe06743c,Entity inspection,2241-04-27 08:50:00+00:00,False,-17.812721,2921.286244,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
92567c9b-a181-416e-9a51-89b0278080a0,Entity inspection,2240-09-15 23:00:00+00:00,,,,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Dyson Sphere F76-JK,False
89cd735e-1d4c-45a5-8190-bf1d84ce8011,Entity inspection,2241-03-02 12:15:00+00:00,False,-3.155298,517.468872,Asexual,Young,Silicar - Banglorian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
3356569c-5c3c-4e78-8ba7-2ebef10d0a0d,Entity inspection,2240-06-02 11:10:00+00:00,,-184.638206,30280.665784,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Helios Command C210-ZR,False
ebb86908-0aea-4991-8180-0d1a0b1c4993,Entity inspection,2241-08-08 00:40:00+00:00,False,-32.10224299999998,5264.767851999996,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
a2c3615d-eb21-41b9-aa20-52ecf9c3b950,Entity inspection,2240-07-10 12:22:00+00:00,False,1.899124,-311.456336,Asexual,Young,Zoltrax - Islander,Silicar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
15faa030-2bb9-49be-b9e4-c14f8ce69b6c,Entity and Spaceship search,2240-10-04 18:45:00+00:00,False,-21.735384,3564.602976,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
c1622ef7-3cfa-4d84-9f6d-eb38c7d0a5cc,Entity inspection,2241-06-11 11:50:18+00:00,,-263.005461,43132.895604000005,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Durham Dock W39-HB,True
aa2d6d05-f809-439f-acb8-912c8c62a104,Entity and Spaceship search,2241-02-11 18:00:00+00:00,False,-15.234742,2498.497688,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
2d255a40-08d5-4c5e-9b0a-34735b9730e2,Entity inspection,2241-07-29 13:39:31+00:00,,-503.348187,82549.10266799999,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
5b38f011-c646-48f2-a51f-b5f40a9dda2d,Entity inspection,2240-03-07 00:00:00+00:00,,-361.79414399999996,59334.23961599999,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Dorset Delta I55-FO,False
d4185a57-d152-436b-a897-825fd4c1409d,Entity and Spaceship search,2240-08-13 23:11:00+00:00,False,-25.190614,4131.260696,Asexual,Young Adult,Zoltrax - Islander,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
b40d4bec-9021-411c-bf2a-d88aecce8335,Entity inspection,2241-12-06 21:44:47+00:00,,-485.769767,79666.241788,Asexual,Adult,Xenar - Unspecified,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
e68fae0e-3a74-453e-858d-e3859d2bab7d,Entity inspection,2240-05-10 22:35:00+00:00,,-430.31441100000006,70571.56340400001,Asexual,Young Adult,Terran - Gaelic Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Chevron Station R71-QB,True
20c134ab-10f5-4961-965d-5686741d53ae,Entity and Spaceship search,2241-10-29 11:05:00+00:00,,-730.3604720000001,119779.117408,Sexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Narwhal Base T65-ZV,True
6279bad1-69cd-4898-a5d6-e7b3db5bf28c,Entity and Spaceship search,2240-04-28 00:20:00+00:00,False,-15.234742,2498.497688,Asexual,Senior,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
c06b19ce-a626-494b-80ec-931ab7edbafa,Entity inspection,2241-09-05 00:05:00+00:00,False,-22.019284,3611.1625759999997,Asexual,Young Adult,Xenar - Diverse,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
f7e64437-ce5a-4c42-87d3-7204d9202255,Entity inspection,2241-04-27 00:14:00+00:00,False,-376.007347,61665.204908,Asexual,Young Adult,Silicar - Pakterran,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Graviton Manor Z54-VL,False
bdd9008c-29dd-4ea2-8881-a7423fdf0945,Entity inspection,2239-12-03 00:05:00+00:00,False,-301.475414,49441.967896,Asexual,Young,Silicar - Pakterran,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Westeron Division B234-YZ,False
d7fa159c-ec2b-496e-8170-46b3929d868a,Entity inspection,2240-07-01 23:00:00+00:00,False,-28.971159999999998,4751.27024,Asexual,Young,Terran - Outer Colonies,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Saxon Shield U87-PE,True
4633df29-0fec-49d2-ae50-cd4846d51559,Entity inspection,2240-12-15 00:00:00+00:00,,,,Sexual,Young Adult,Hybrid - Terran/Zoltrax,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Dyson Sphere F76-JK,False
e2c126c6-e19b-4f18-b698-77d26776d3c6,Entity inspection,2241-04-25 15:21:00+00:00,False,-509.495624,83557.282336,Sexual,Young,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,True,Western Meridian Line P111-GT,False
e9872ec4-cc4d-4c3a-b218-5c74f4da8ae8,Entity inspection,2240-11-22 11:30:00+00:00,False,-16.094124,2639.436336,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
296c6b24-519b-48dd-8b20-05f423677a87,Entity inspection,2241-02-08 01:00:00+00:00,,-371.91902,60994.71928,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Starfield Watch N108-BC,False
ae93ab5f-bb39-44e6-815f-1a330b0a9055,Entity and Spaceship search,2241-04-06 17:22:00+00:00,False,21.901882999999998,-3591.9088119999997,Asexual,Young Adult,Terran - Outer Colonies,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
9afc6f67-3ed3-4a07-9a4e-f7f392386cc9,Entity and Spaceship search,2241-02-15 18:52:00+00:00,False,15.364334,-2519.750776,Asexual,Young Adult,Silicar - Banglorian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
6159ee1a-dd4e-40c8-ac0b-6761106c2f05,Entity inspection,2240-06-21 10:28:00+00:00,,-452.11743,74147.25852,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Binary Transition Point L115-QE,True
a6d770e6-1231-446f-b11e-8bd57416a914,Entity inspection,2240-07-01 23:00:00+00:00,,-411.5047,67486.7708,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,True,Dorset Delta I55-FO,False
24bf625f-acf5-4a5e-91a5-cc61acec9847,Entity inspection,2240-03-14 13:50:00+00:00,,,,Asexual,Young Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Hercules Node S188-MP,False
6013088c-60be-4fb9-8797-9d78417c917f,Entity inspection,2240-10-26 16:15:00+00:00,False,-67.974344,11147.792416,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
f86d01ed-4b10-4c42-bba6-f41e910f8e2c,Entity inspection,2240-12-31 18:10:00+00:00,False,-32.013566000000004,5250.224824000001,Asexual,Young,Xenar - Unspecified,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
